,Name,Political Affiliation at Appointment,Province / Territory,Appointed on the advice of,Term (yyyy.mm.dd),start_date,end_date,reason,diff_days,observed
698,"Marshall, Elizabeth",Conservative Party of Canada,Newfoundland and Labrador,"Harper, Stephen",2010.01.29 -,2010-01-29 00:00:00,2013-10-01 22:20:10.165196,,1341,False
699,"Marshall, Jack",Progressive Conservative Party,Newfoundland and Labrador,"Trudeau, Pierre Elliott",1978.03.23 - 1994.11.26  (Retirement),1978-03-23 00:00:00,1994-11-26 00:00:00,Retirement,6092,True
700,"Martin, Paul Joseph James",Liberal Party of Canada,Ontario,"Trudeau, Pierre Elliott",1968.04.20 - 1974.10.30  (Resignation),1968-04-20 00:00:00,1974-10-30 00:00:00,Resignation,2384,True
701,"Martin, Peter Francis",Conservative (1867-1942),Nova Scotia,"Meighen, Arthur",1921.12.05 - 1935.05.02  (Death),1921-12-05 00:00:00,1935-05-02 00:00:00,Death,4896,True
702,"Martin, Yonah",Conservative Party of Canada,British Columbia,"Harper, Stephen",2009.01.02 -,2009-01-02 00:00:00,2013-10-01 22:20:10.165196,,1733,False
703,"Mason, James",Conservative (1867-1942),Ontario,"Borden, Robert Laird",1913.05.26 - 1918.07.16  (Death),1913-05-26 00:00:00,1918-07-16 00:00:00,Death,1877,True
704,"Massicotte, Paul J.",Liberal Party of Canada,Quebec,"Chrétien, Joseph Jacques Jean",2003.06.26 -,2003-06-26 00:00:00,2013-10-01 22:20:10.165196,,3750,False
705,"Masson, Louis-François-Rodrigue",Conservative (1867-1942),Quebec,"Macdonald, John Alexander",1882.09.29 - 1887.02.01  (Resignation),1882-09-29 00:00:00,1887-02-01 00:00:00,Resignation,1586,True
706,"Masson, Louis-François-Rodrigue",Conservative (1867-1942),Quebec,"Macdonald, John Alexander",1890.02.03 - 1903.06.11  (Resignation),1890-02-03 00:00:00,1903-06-11 00:00:00,Resignation,4875,True
707,"Matheson, Roderick",Conservative (1867-1942),Ontario,Royal Proclamation,1867.10.23 - 1873.01.13  (Death),1867-10-23 00:00:00,1873-01-13 00:00:00,Death,1909,True
708,"McCall, Alexander",Conservative (1867-1942),Ontario,"Borden, Robert Laird",1913.05.26 - 1925.06.10  (Death),1913-05-26 00:00:00,1925-06-10 00:00:00,Death,4398,True
709,"McCallum, Lachlin",Liberal-Conservative,Ontario,"Macdonald, John Alexander",1887.02.04 - 1903.01.13  (Death),1887-02-04 00:00:00,1903-01-13 00:00:00,Death,5821,True
710,"McClelan, Abner Reid",Liberal Party of Canada,New Brunswick,Royal Proclamation,1867.10.23 - 1896.12.09  (Resignation),1867-10-23 00:00:00,1896-12-09 00:00:00,Resignation,10640,True
711,"McCoig, Archibald Blake",Liberal Party of Canada,Ontario,"King, William Lyon Mackenzie",1922.01.04 - 1927.11.21  (Death),1922-01-04 00:00:00,1927-11-21 00:00:00,Death,2147,True
712,"McCormick, John",Conservative (1867-1942),Nova Scotia,"Meighen, Arthur",1921.09.21 - 1936.02.21  (Death),1921-09-21 00:00:00,1936-02-21 00:00:00,Death,5266,True
713,"McCoy, Elaine",Progressive Conservative Party,Alberta,"Martin, Paul Edgar Philippe",2005.03.24 -,2005-03-24 00:00:00,2013-10-01 22:20:10.165196,,3113,False
714,"McCrea, Walter",Liberal Party of Canada,Ontario,Royal Proclamation,1867.10.23 - 1871.01.05  (Resignation),1867-10-23 00:00:00,1871-01-05 00:00:00,Resignation,1170,True
715,"McCully, Jonathan",Liberal Party of Canada,Nova Scotia,Royal Proclamation,1867.10.23 - 1870.09.28  (Resignation),1867-10-23 00:00:00,1870-09-28 00:00:00,Resignation,1071,True
716,"McCutcheon, Malcolm Wallace",Progressive Conservative Party,Ontario,"Diefenbaker, John George",1962.08.09 - 1968.05.13  (Resignation),1962-08-09 00:00:00,1968-05-13 00:00:00,Resignation,2104,True
717,"McDonald, Alexander Hamilton",Liberal Party of Canada,Saskatchewan,"Pearson, Lester Bowles",1965.08.13 - 1980.03.31  (Death),1965-08-13 00:00:00,1980-03-31 00:00:00,Death,5344,True
718,"McDonald, Charles",Liberal Party of Canada,British Columbia,"King, William Lyon Mackenzie",1935.12.30 - 1936.10.06  (Death),1935-12-30 00:00:00,1936-10-06 00:00:00,Death,281,True
719,"McDonald, Donald",Liberal Party of Canada,Ontario,Royal Proclamation,1867.10.23 - 1879.01.20  (Death),1867-10-23 00:00:00,1879-01-20 00:00:00,Death,4107,True
720,"McDonald, John Alexander",Liberal Party of Canada,Nova Scotia,"King, William Lyon Mackenzie",1945.04.18 - 1962.04.16  (Death),1945-04-18 00:00:00,1962-04-16 00:00:00,Death,6207,True
721,"McDonald, John Anthony",Independent,New Brunswick,"Meighen, Arthur",1921.02.17 - 1948.12.12  (Death),1921-02-17 00:00:00,1948-12-12 00:00:00,Death,10160,True
722,"McDonald, William",Conservative (1867-1942),Nova Scotia,"Macdonald, John Alexander",1884.05.12 - 1916.07.04  (Death),1884-05-12 00:00:00,1916-07-04 00:00:00,Death,11740,True
723,"McDougald, Wilfrid Laurier",Liberal Party of Canada,Quebec,"King, William Lyon Mackenzie",1926.06.25 - 1932.05.03  (Resignation),1926-06-25 00:00:00,1932-05-03 00:00:00,Resignation,2139,True
724,"McElman, Charles Robert",Liberal Party of Canada,New Brunswick,"Pearson, Lester Bowles",1966.02.24 - 1990.04.01  (Resignation),1966-02-24 00:00:00,1990-04-01 00:00:00,Resignation,8802,True
725,"McGeer, Gerald Grattan",Liberal Party of Canada,British Columbia,"King, William Lyon Mackenzie",1945.06.09 - 1947.08.11  (Death),1945-06-09 00:00:00,1947-08-11 00:00:00,Death,793,True
726,"McGrand, Frederic Addison",Liberal Party of Canada,New Brunswick,"St-Laurent, Louis Stephen",1955.07.28 - 1988.01.22  (Resignation),1955-07-28 00:00:00,1988-01-22 00:00:00,Resignation,11866,True
727,"McGregor, James Drummond",Liberal Party of Canada,Nova Scotia,"Laurier, Wilfrid",1903.04.24 - 1910.10.01  (Resignation),1903-04-24 00:00:00,1910-10-01 00:00:00,Resignation,2717,True
728,"McGuire, William Henry",Liberal Party of Canada,Ontario,"King, William Lyon Mackenzie",1926.12.20 - 1957.10.31  (Death),1926-12-20 00:00:00,1957-10-31 00:00:00,Death,11273,True
729,"McHugh, George",Liberal Party of Canada,Ontario,"Laurier, Wilfrid",1901.01.21 - 1926.11.28  (Death),1901-01-21 00:00:00,1926-11-28 00:00:00,Death,9442,True
730,"McIlraith, George James",Liberal Party of Canada,Ontario,"Trudeau, Pierre Elliott",1972.04.27 - 1983.07.29  (Retirement),1972-04-27 00:00:00,1983-07-29 00:00:00,Retirement,4110,True
731,"McInnes, Thomas Robert",Independent,British Columbia,"Macdonald, John Alexander",1881.12.24 - 1897.11.18  (Resignation),1881-12-24 00:00:00,1897-11-18 00:00:00,Resignation,5808,True
732,"McInnis, Thomas Johnson",Conservative Party of Canada,Nova Scotia,"Harper, Stephen",2012.09.06 -,2012-09-06 00:00:00,2013-10-01 22:20:10.165196,,390,False
733,"McIntyre, James Peter",Liberal Party of Canada,Prince Edward Island,"King, William Lyon Mackenzie",1943.02.19 - 1957.04.08  (Death),1943-02-19 00:00:00,1957-04-08 00:00:00,Death,5162,True
734,"McIntyre, Paul E.",Conservative Party of Canada,New Brunswick,"Harper, Stephen",2012.09.06 -,2012-09-06 00:00:00,2013-10-01 22:20:10.165196,,390,False
735,"McKay, Thomas",Liberal-Conservative,Nova Scotia,"Macdonald, John Alexander",1881.12.24 - 1912.01.13  (Death),1881-12-24 00:00:00,1912-01-13 00:00:00,Death,10976,True
736,"McKay, William",Conservative (1867-1942),Nova Scotia,"Borden, Robert Laird",1912.11.20 - 1915.11.08  (Death),1912-11-20 00:00:00,1915-11-08 00:00:00,Death,1083,True
737,"McKeen, Stanley Stewart",Liberal Party of Canada,British Columbia,"King, William Lyon Mackenzie",1947.01.27 - 1966.12.01  (Death),1947-01-27 00:00:00,1966-12-01 00:00:00,Death,7248,True
738,"McKindsey, George Crawford",Conservative (1867-1942),Ontario,"Macdonald, John Alexander",1884.01.11 - 1901.02.12  (Death),1884-01-11 00:00:00,1901-02-12 00:00:00,Death,6241,True
739,"McLaren, Peter",Conservative (1867-1942),Ontario,"Macdonald, John Alexander",1890.02.21 - 1919.05.23  (Death),1890-02-21 00:00:00,1919-05-23 00:00:00,Death,10682,True
740,"McLean, Alexander Neil",Liberal Party of Canada,New Brunswick,"King, William Lyon Mackenzie",1945.04.18 - 1967.03.12  (Death),1945-04-18 00:00:00,1967-03-12 00:00:00,Death,7998,True
741,"McLean, Donald Allan",Liberal Party of Canada,New Brunswick,"Pearson, Lester Bowles",1968.03.15 - 1973.11.05  (Death),1968-03-15 00:00:00,1973-11-05 00:00:00,Death,2061,True
742,"McLean, John",Conservative (1867-1942),Prince Edward Island,"Borden, Robert Laird",1915.12.03 - 1936.02.20  (Death),1915-12-03 00:00:00,1936-02-20 00:00:00,Death,7384,True
743,"McLelan, Archibald Woodbury",Liberal-Conservative,Nova Scotia,"Macdonald, John Alexander",1869.06.21 - 1881.05.20  (Resignation),1869-06-21 00:00:00,1881-05-20 00:00:00,Resignation,4351,True
744,"McLennan, John Stewart",Conservative (1867-1942),Nova Scotia,"Borden, Robert Laird",1916.02.10 - 1939.09.15  (Death),1916-02-10 00:00:00,1939-09-15 00:00:00,Death,8618,True
745,"McMaster, William",Liberal Party of Canada,Ontario,Royal Proclamation,1867.10.23 - 1887.09.22  (Death),1867-10-23 00:00:00,1887-09-22 00:00:00,Death,7274,True
746,"McMeans, Lendrum",Conservative (1867-1942),Manitoba,"Borden, Robert Laird",1917.07.26 - 1941.09.13  (Death),1917-07-26 00:00:00,1941-09-13 00:00:00,Death,8815,True
747,"McMillan, Donald",Conservative (1867-1942),Ontario,"Macdonald, John Alexander",1884.01.11 - 1914.07.26  (Death),1884-01-11 00:00:00,1914-07-26 00:00:00,Death,11153,True
748,"McMullen, James",Liberal Party of Canada,Ontario,"Laurier, Wilfrid",1902.02.11 - 1913.03.18  (Death),1902-02-11 00:00:00,1913-03-18 00:00:00,Death,4053,True
749,"McNamara, William Craig",Liberal Party of Canada,Manitoba,"Trudeau, Pierre Elliott",1970.10.07 - 1979.08.08  (Retirement),1970-10-07 00:00:00,1979-08-08 00:00:00,Retirement,3227,True
750,"McRae, Alexander Duncan",Conservative (1867-1942),British Columbia,"Bennett, Richard Bedford",1931.09.04 - 1946.06.26  (Death),1931-09-04 00:00:00,1946-06-26 00:00:00,Death,5409,True
751,"McSweeney, Peter",Liberal Party of Canada,New Brunswick,"Laurier, Wilfrid",1899.03.15 - 1921.02.02  (Death),1899-03-15 00:00:00,1921-02-02 00:00:00,Death,7994,True
752,"Meighen, Arthur",Conservative (1867-1942),Ontario,"Bennett, Richard Bedford",1932.03.02 - 1942.01.16  (Resignation),1932-03-02 00:00:00,1942-01-16 00:00:00,Resignation,3607,True
753,"Meighen, Michael A.",Progressive Conservative Party,Ontario (Division),"Mulroney, Martin Brian",1990.09.27 - 2012.02.06  (Resignation),1990-09-27 00:00:00,2012-02-06 00:00:00,Resignation,7802,True
754,"Mercer, Terry M.",Liberal Party of Canada,Nova Scotia,"Chrétien, Joseph Jacques Jean",2003.11.07 -,2003-11-07 00:00:00,2013-10-01 22:20:10.165196,,3616,False
755,"Merchant, Pana",Liberal Party of Canada,Saskatchewan,"Chrétien, Joseph Jacques Jean",2002.12.12 -,2002-12-12 00:00:00,2013-10-01 22:20:10.165196,,3946,False
756,"Mercier, Léonce",Liberal Party of Canada,Quebec,"Chrétien, Joseph Jacques Jean",1996.08.09 - 2001.08.11  (Retirement),1996-08-09 00:00:00,2001-08-11 00:00:00,Retirement,1828,True
757,"Meredith, Don",Conservative Party of Canada,Ontario,"Harper, Stephen",2010.12.18 -,2010-12-18 00:00:00,2013-10-01 22:20:10.165196,,1018,False
758,"Merner, Samuel",Conservative (1867-1942),Ontario,"Macdonald, John Alexander",1887.01.12 - 1908.08.11  (Death),1887-01-12 00:00:00,1908-08-11 00:00:00,Death,7881,True
759,"Méthot, Léon",Progressive Conservative Party,Quebec,"Diefenbaker, John George",1957.10.12 - 1972.08.06  (Death),1957-10-12 00:00:00,1972-08-06 00:00:00,Death,5412,True
760,"Michaud, Hervé J.",Liberal Party of Canada,New Brunswick,"Pearson, Lester Bowles",1968.03.15 - 1978.06.05  (Death),1968-03-15 00:00:00,1978-06-05 00:00:00,Death,3734,True
761,"Michener, Edward",Conservative (1867-1942),Alberta,"Borden, Robert Laird",1918.02.05 - 1947.06.16  (Death),1918-02-05 00:00:00,1947-06-16 00:00:00,Death,10723,True
762,"Miller, William",Liberal-Conservative,Nova Scotia,Royal Proclamation,1867.10.23 - 1912.02.23  (Death),1867-10-23 00:00:00,1912-02-23 00:00:00,Death,16193,True
763,"Mills, David",Liberal Party of Canada,Ontario,"Laurier, Wilfrid",1896.11.13 - 1902.02.07  (Resignation),1896-11-13 00:00:00,1902-02-07 00:00:00,Resignation,1911,True
764,"Mills, Samuel",Conservative (1867-1942),Ontario,Royal Proclamation,1867.10.23 - 1874.01.24  (Death),1867-10-23 00:00:00,1874-01-24 00:00:00,Death,2285,True
765,"Milne, John",Conservative (1867-1942),Ontario,"Borden, Robert Laird",1915.12.03 - 1922.03.04  (Death),1915-12-03 00:00:00,1922-03-04 00:00:00,Death,2283,True
766,"Milne, Lorna",Liberal Party of Canada,Ontario,"Chrétien, Joseph Jacques Jean",1995.09.21 - 2009.12.13  (Retirement),1995-09-21 00:00:00,2009-12-13 00:00:00,Retirement,5197,True
767,"Mitchell, Grant",Liberal Party of Canada,Alberta,"Martin, Paul Edgar Philippe",2005.03.24 -,2005-03-24 00:00:00,2013-10-01 22:20:10.165196,,3113,False
768,"Mitchell, Peter",Liberal-Conservative,New Brunswick,Royal Proclamation,1867.10.23 - 1872.07.13  (Resignation),1867-10-23 00:00:00,1872-07-13 00:00:00,Resignation,1725,True
769,"Mitchell, William",Liberal Party of Canada,Quebec,"Laurier, Wilfrid",1904.03.05 - 1926.05.10  (Death),1904-03-05 00:00:00,1926-05-10 00:00:00,Death,8101,True
770,"Mockler, Percy",Conservative Party of Canada,New Brunswick,"Harper, Stephen",2009.01.02 -,2009-01-02 00:00:00,2013-10-01 22:20:10.165196,,1733,False
771,"Molgat, Gildas L.",Liberal Party of Canada,Manitoba,"Trudeau, Pierre Elliott",1970.10.07 - 2001.02.28  (Death),1970-10-07 00:00:00,2001-02-28 00:00:00,Death,11102,True
772,"Molloy, John Patrick",Liberal Party of Canada,Manitoba,"King, William Lyon Mackenzie",1925.10.06 - 1948.03.16  (Death),1925-10-06 00:00:00,1948-03-16 00:00:00,Death,8197,True
773,"Molson, Hartland de Montarville",Independent,Quebec,"St-Laurent, Louis Stephen",1955.07.28 - 1993.05.31  (Resignation),1955-07-28 00:00:00,1993-05-31 00:00:00,Resignation,13822,True
774,"Monette, Gustave",Progressive Conservative Party,Quebec,"Diefenbaker, John George",1957.10.12 - 1969.12.23  (Death),1957-10-12 00:00:00,1969-12-23 00:00:00,Death,4455,True
775,"Montgomery, Donald",Conservative (1867-1942),Prince Edward Island,"Macdonald, John Alexander",1873.10.18 - 1893.07.31  (Death),1873-10-18 00:00:00,1893-07-31 00:00:00,Death,7226,True
776,"Montplaisir, Hippolyte",Liberal-Conservative,Quebec,"Macdonald, John Alexander",1891.02.09 - 1927.06.20  (Death),1891-02-09 00:00:00,1927-06-20 00:00:00,Death,13279,True
777,"Moore, Wilfred P.",Liberal Party of Canada,Nova Scotia,"Chrétien, Joseph Jacques Jean",1996.09.26 -,1996-09-26 00:00:00,2013-10-01 22:20:10.165196,,6214,False
778,"Moraud, Lucien",Conservative (1867-1942),Quebec,"Bennett, Richard Bedford",1933.12.30 - 1951.05.29  (Death),1933-12-30 00:00:00,1951-05-29 00:00:00,Death,6359,True
779,"Morin, Yves",Liberal Party of Canada,Quebec,"Chrétien, Joseph Jacques Jean",2001.03.08 - 2004.11.28  (Retirement),2001-03-08 00:00:00,2004-11-28 00:00:00,Retirement,1361,True
780,"Mowat, Oliver",Liberal Party of Canada,Ontario,"Laurier, Wilfrid",1896.07.15 - 1897.11.17  (Resignation),1896-07-15 00:00:00,1897-11-17 00:00:00,Resignation,490,True
781,"Muir, Robert",Progressive Conservative Party,Nova Scotia,"Trudeau, Pierre Elliott",1979.03.26 - 1994.11.10  (Retirement),1979-03-26 00:00:00,1994-11-10 00:00:00,Retirement,5708,True
782,"Muirhead, William",Liberal Party of Canada,New Brunswick,"Macdonald, John Alexander",1873.01.04 - 1884.12.29  (Death),1873-01-04 00:00:00,1884-12-29 00:00:00,Death,4377,True
783,"Mulholland, Robert Alexander",Conservative (1867-1942),Ontario,"Borden, Robert Laird",1918.03.12 - 1927.10.01  (Death),1918-03-12 00:00:00,1927-10-01 00:00:00,Death,3490,True
784,"Mullins, Henry Alfred",Conservative (1867-1942),Manitoba,"Bennett, Richard Bedford",1935.08.14 - 1950.09.05  (Resignation),1935-08-14 00:00:00,1950-09-05 00:00:00,Resignation,5501,True
785,"Munson, Jim",Liberal Party of Canada,Ontario,"Chrétien, Joseph Jacques Jean",2003.12.10 -,2003-12-10 00:00:00,2013-10-01 22:20:10.165196,,3583,False
786,"Murdock, James",Liberal Party of Canada,Ontario,"King, William Lyon Mackenzie",1930.03.20 - 1949.05.15  (Death),1930-03-20 00:00:00,1949-05-15 00:00:00,Death,6996,True
787,"Murphy, Charles",Liberal Party of Canada,Ontario,"King, William Lyon Mackenzie",1925.09.05 - 1935.11.24  (Death),1925-09-05 00:00:00,1935-11-24 00:00:00,Death,3732,True
788,"Murphy, Edward",Liberal-Conservative,Quebec,"Macdonald, John Alexander",1889.05.30 - 1895.12.05  (Death),1889-05-30 00:00:00,1895-12-05 00:00:00,Death,2380,True
789,"Murphy, Patrick Charles",Conservative (1867-1942),Prince Edward Island,"Borden, Robert Laird",1912.11.20 - 1925.03.06  (Death),1912-11-20 00:00:00,1925-03-06 00:00:00,Death,4489,True
790,"Murray, Lowell",Progressive Conservative Party,Ontario,"Clark, Charles Joseph",1979.09.13 - 2011.09.26  (Retirement),1979-09-13 00:00:00,2011-09-26 00:00:00,Retirement,11701,True
791,Nancy Ruth,Progressive Conservative Party,Ontario,"Martin, Paul Edgar Philippe",2005.03.24 -,2005-03-24 00:00:00,2013-10-01 22:20:10.165196,,3113,False
792,"Neiman, Joan Bissett",Liberal Party of Canada,Ontario,"Trudeau, Pierre Elliott",1972.09.01 - 1995.09.09  (Retirement),1972-09-01 00:00:00,1995-09-09 00:00:00,Retirement,8408,True
793,"Nelson, Hugh",Liberal-Conservative,British Columbia,"Macdonald, John Alexander",1879.12.12 - 1887.03.01  (Resignation),1879-12-12 00:00:00,1887-03-01 00:00:00,Resignation,2636,True
794,"Neufeld, Richard",Conservative Party of Canada,British Columbia,"Harper, Stephen",2009.01.02 -,2009-01-02 00:00:00,2013-10-01 22:20:10.165196,,1733,False
795,"Ngo, Thanh Hai",Conservative Party of Canada,Ontario,"Harper, Stephen",2012.09.06 -,2012-09-06 00:00:00,2013-10-01 22:20:10.165196,,390,False
796,"Nichol, John Lang",Liberal Party of Canada,British Columbia,"Pearson, Lester Bowles",1966.02.24 - 1973.04.19  (Resignation),1966-02-24 00:00:00,1973-04-19 00:00:00,Resignation,2611,True
797,"Nicholls, Frederic",Conservative (1867-1942),Ontario,"Borden, Robert Laird",1917.01.20 - 1921.10.25  (Death),1917-01-20 00:00:00,1921-10-25 00:00:00,Death,1739,True
798,"Nicol, Jacob",Liberal Party of Canada,Quebec,"King, William Lyon Mackenzie",1944.07.14 - 1958.09.23  (Death),1944-07-14 00:00:00,1958-09-23 00:00:00,Death,5184,True
799,"Nolin, Pierre Claude",Progressive Conservative Party,Quebec,"Mulroney, Martin Brian",1993.06.18 -,1993-06-18 00:00:00,2013-10-01 22:20:10.165196,,7410,False
800,"Norrie, Margaret Rosamond Fawcett",Liberal Party of Canada,Nova Scotia,"Trudeau, Pierre Elliott",1972.04.27 - 1980.10.16  (Retirement),1972-04-27 00:00:00,1980-10-16 00:00:00,Retirement,3094,True
801,"Northup, Jeremiah",Liberal Party of Canada,Nova Scotia,"Macdonald, John Alexander",1870.10.10 - 1879.04.10  (Death),1870-10-10 00:00:00,1879-04-10 00:00:00,Death,3104,True
802,"Northwood, Joseph",Liberal-Conservative,Ontario,"Macdonald, John Alexander",1880.05.19 - 1886.10.29  (Death),1880-05-19 00:00:00,1886-10-29 00:00:00,Death,2354,True
803,"Nurgitz, Nathan",Progressive Conservative Party,Manitoba,"Clark, Charles Joseph",1979.10.03 - 1993.02.09  (Resignation),1979-10-03 00:00:00,1993-02-09 00:00:00,Resignation,4878,True
804,"O'Brien, James",Liberal-Conservative,Quebec,"Bowell, Mackenzie",1896.01.02 - 1903.05.28  (Death),1896-01-02 00:00:00,1903-05-28 00:00:00,Death,2702,True
805,"O'Brien, Michael John",Liberal Party of Canada,Ontario,"Borden, Robert Laird",1918.09.01 - 1925.09.01  (Resignation),1918-09-01 00:00:00,1925-09-01 00:00:00,Resignation,2557,True
806,"O'Connor, Frank Patrick",Liberal Party of Canada,Ontario,"King, William Lyon Mackenzie",1935.12.06 - 1939.08.21  (Death),1935-12-06 00:00:00,1939-08-21 00:00:00,Death,1354,True
807,"Odell, William Hunter",Conservative (1867-1942),New Brunswick,Royal Proclamation,1867.10.23 - 1891.07.25  (Death),1867-10-23 00:00:00,1891-07-25 00:00:00,Death,8676,True
808,"O'Donohoe, John",Liberal-Conservative,Ontario,"Macdonald, John Alexander",1882.05.21 - 1902.12.07  (Death),1882-05-21 00:00:00,1902-12-07 00:00:00,Death,7504,True
809,"Ogilvie, Alexander Walker",Conservative (1867-1942),Quebec,"Macdonald, John Alexander",1881.12.24 - 1901.01.18  (Resignation),1881-12-24 00:00:00,1901-01-18 00:00:00,Resignation,6964,True
810,"Ogilvie, Kelvin Kenneth",Conservative Party of Canada,Nova Scotia,"Harper, Stephen",2009.08.27 -,2009-08-27 00:00:00,2013-10-01 22:20:10.165196,,1496,False
811,"Oh, Victor",Conservative Party of Canada,Ontario,"Harper, Stephen",2013.01.25 -,2013-01-25 00:00:00,2013-10-01 22:20:10.165196,,249,False
812,"O'Leary, Clement Augustine",Progressive Conservative Party,Nova Scotia,"Diefenbaker, John George",1962.09.25 - 1969.06.12  (Death),1962-09-25 00:00:00,1969-06-12 00:00:00,Death,2452,True
813,"O'Leary, M. Grattan",Progressive Conservative Party,Ontario,"Diefenbaker, John George",1962.09.24 - 1976.04.07  (Death),1962-09-24 00:00:00,1976-04-07 00:00:00,Death,4944,True
814,"Oliver, Donald H.",Progressive Conservative Party,Nova Scotia,"Mulroney, Martin Brian",1990.09.07 -,1990-09-07 00:00:00,2013-10-01 22:20:10.165196,,8425,False
815,"Olivier, Louis Auguste",Liberal Party of Canada,Quebec,Royal Proclamation,1867.10.23 - 1873.09.08  (Resignation),1867-10-23 00:00:00,1873-09-08 00:00:00,Resignation,2147,True
816,"Olson, Horace Andrew (Bud)",Liberal Party of Canada,Alberta,"Trudeau, Pierre Elliott",1977.04.05 - 1996.03.07  (Resignation),1977-04-05 00:00:00,1996-03-07 00:00:00,Resignation,6911,True
817,"Ottenheimer, Gerald R.",Progressive Conservative Party,Newfoundland and Labrador,"Mulroney, Martin Brian",1987.12.30 - 1998.01.18  (Death),1987-12-30 00:00:00,1998-01-18 00:00:00,Death,3672,True
818,"Owens, William",Conservative (1867-1942),Quebec,"Bowell, Mackenzie",1896.01.02 - 1917.06.08  (Death),1896-01-02 00:00:00,1917-06-08 00:00:00,Death,7827,True
819,"Panet, Charles-Eugène",Liberal Party of Canada,Quebec,"Mackenzie, Alexander",1874.03.27 - 1875.02.04  (Resignation),1874-03-27 00:00:00,1875-02-04 00:00:00,Resignation,314,True
820,"Panet, Louis",Conservative (1867-1942),Quebec,"Macdonald, John Alexander",1871.02.10 - 1874.03.26  (Resignation),1871-02-10 00:00:00,1874-03-26 00:00:00,Resignation,1140,True
821,"Pâquet, Anselme Homère",Liberal Party of Canada,Quebec,"Mackenzie, Alexander",1874.12.09 - 1891.12.22  (Death),1874-12-09 00:00:00,1891-12-22 00:00:00,Death,6222,True
822,"Paquet, Eugène",Conservative (1867-1942),Quebec,"Bennett, Richard Bedford",1935.08.14 - 1951.05.08  (Death),1935-08-14 00:00:00,1951-05-08 00:00:00,Death,5746,True
823,"Paquet, Joseph Arthur",Liberal Party of Canada,Quebec,"Laurier, Wilfrid",1898.06.27 - 1901.03.29  (Death),1898-06-27 00:00:00,1901-03-29 00:00:00,Death,1005,True
824,"Paradis, Philippe-Jacques",Liberal Party of Canada,Quebec,"King, William Lyon Mackenzie",1927.12.14 - 1933.06.20  (Death),1927-12-14 00:00:00,1933-06-20 00:00:00,Death,2015,True
825,"Pardee, Frederick Forsyth",Liberal Party of Canada,Ontario,"King, William Lyon Mackenzie",1922.03.11 - 1927.02.04  (Death),1922-03-11 00:00:00,1927-02-04 00:00:00,Death,1791,True
826,"Parent, Georges",Liberal Party of Canada,Quebec,"King, William Lyon Mackenzie",1930.06.03 - 1942.12.14  (Death),1930-06-03 00:00:00,1942-12-14 00:00:00,Death,4577,True
827,"Paterson, Norman McLeod",Liberal Party of Canada,Ontario,"King, William Lyon Mackenzie",1940.02.09 - 1981.06.18  (Resignation),1940-02-09 00:00:00,1981-06-18 00:00:00,Resignation,15105,True
828,"Patterson, Dennis Glen",Conservative Party of Canada,Nunavut,"Harper, Stephen",2009.08.27 -,2009-08-27 00:00:00,2013-10-01 22:20:10.165196,,1496,False
829,"Pearson, Arthur Maurice",Progressive Conservative Party,Saskatchewan,"Diefenbaker, John George",1957.10.12 - 1971.03.31  (Resignation),1957-10-12 00:00:00,1971-03-31 00:00:00,Resignation,4918,True
830,"Pearson, Landon",Liberal Party of Canada,Ontario,"Chrétien, Joseph Jacques Jean",1994.09.15 - 2005.11.16  (Retirement),1994-09-15 00:00:00,2005-11-16 00:00:00,Retirement,4080,True
831,"Pelletier, Charles Alphonse Pantaléon",Liberal Party of Canada,Quebec,"Mackenzie, Alexander",1877.02.02 - 1904.09.01  (Resignation),1877-02-02 00:00:00,1904-09-01 00:00:00,Resignation,10072,True
832,"Penny, Edward Goff",Liberal Party of Canada,Quebec,"Mackenzie, Alexander",1874.03.13 - 1881.10.11  (Death),1874-03-13 00:00:00,1881-10-11 00:00:00,Death,2769,True
833,"Penny, George Joseph",Liberal Party of Canada,Newfoundland and Labrador,"St-Laurent, Louis Stephen",1949.08.17 - 1949.12.04  (Death),1949-08-17 00:00:00,1949-12-04 00:00:00,Death,109,True
834,"Pépin, Lucie",Liberal Party of Canada,Quebec,"Chrétien, Joseph Jacques Jean",1997.04.08 - 2011.09.07  (Retirement),1997-04-08 00:00:00,2011-09-07 00:00:00,Retirement,5265,True
835,"Perley, William Dell",Conservative (1867-1942),Northwest Territories,"Macdonald, John Alexander",1888.08.03 - 1909.07.15  (Death),1888-08-03 00:00:00,1909-07-15 00:00:00,Death,7650,True
836,"Perrault, Raymond J.",Liberal Party of Canada,British Columbia,"Trudeau, Pierre Elliott",1973.10.05 - 2001.02.06  (Retirement),1973-10-05 00:00:00,2001-02-06 00:00:00,Retirement,9986,True
837,"Perry (Poirier), Melvin",Liberal Party of Canada,Prince Edward Island,"Chrétien, Joseph Jacques Jean",1999.08.11 - 2000.08.23  (Retirement),1999-08-11 00:00:00,2000-08-23 00:00:00,Retirement,378,True
838,"Perry, Ebenezer",Conservative (1867-1942),Ontario,"Macdonald, John Alexander",1871.02.02 - 1876.05.01  (Death),1871-02-02 00:00:00,1876-05-01 00:00:00,Death,1915,True
